bel_lagnr,navn,beiteaar,beitekommune,beiteslipp,hovedsanking,sau_lam_sluppet,sau_lam_tapt,geit_sluppet,geit_tapt,storfe_sluppet,storfe_tapt
979546653,AURSJØHØ BEITELAG,2003,512,01.07.2003,13.09.2003,567,177,0,0,0,0
979546653,AURSJØHØ BEITELAG,2002,512,01.07.2002,13.09.2002,627,194,0,0,0,0
979546653,AURSJØHØ BEITELAG,2001,512,29.07.2001,01.09.2001,654,138,0,0,0,0
979546653,AURSJØHØ BEITELAG,2000,512,26.06.2000,11.09.2000,651,107,0,0,0,0
979546653,AURSJØHØ BEITELAG,1999,512,26.06.1999,10.09.1999,665,90,0,0,0,0
979546653,AURSJØHØ BEITELAG,1998,512,,,602,87,0,0,0,0
979546653,AURSJØHØ BEITELAG,1997,512,,,556,68,0,0,0,0
979546653,AURSJØHØ BEITELAG,1996,512,,,576,36,0,0,0,0
979546653,AURSJØHØ BEITELAG,1995,512,,,481,79,0,0,0,0
979546653,AURSJØHØ BEITELAG,1994,512,,,445,65,0,0,0,0
979546653,AURSJØHØ BEITELAG,1993,512,,,435,32,0,0,0,0
979546653,AURSJØHØ BEITELAG,1992,512,,,334,47,0,0,0,0
986435042,ETNEDAL BEITELAG,2012,541,15.06.2012,05.09.2012,1682,82,167,0,41,0
986435042,ETNEDAL BEITELAG,2007,541,15.06.2007,15.09.2007,2078,161,146,1,36,0
986435042,ETNEDAL BEITELAG,2008,541,15.06.2008,01.09.2008,2078,107,152,0,54,0
986435042,ETNEDAL BEITELAG,2011,541,10.06.2011,05.09.2011,1807,70,113,0,23,0
986435042,ETNEDAL BEITELAG,2010,541,15.06.2010,05.09.2010,1960,84,147,1,23,0
986435042,ETNEDAL BEITELAG,2009,541,01.06.2009,01.09.2009,1751,65,149,1,3,0
986435042,ETNEDAL BEITELAG,2005,541,08.06.2005,01.09.2005,3025,218,155,0,28,0
986435042,ETNEDAL BEITELAG,2006,541,27.06.2006,30.08.2006,2767,118,156,2,30,0
986435042,ETNEDAL BEITELAG,2004,541,10.06.2004,04.09.2004,2937,175,162,2,11,0
986435042,ETNEDAL BEITELAG,2002,541,15.06.2002,10.09.2002,2725,147,150,2,15,0
986435042,ETNEDAL BEITELAG,2001,541,15.06.2001,01.10.2001,2604,193,132,1,25,0
986435042,ETNEDAL BEITELAG,2000,541,15.07.2000,01.09.2000,2631,149,120,1,15,0
986435042,ETNEDAL BEITELAG,1999,541,,,2958,163,118,0,26,0
986435042,ETNEDAL BEITELAG,2003,541,,,2922,235,146,2,2,0
986435042,ETNEDAL BEITELAG,1998,541,,,3361,145,101,1,18,0
986435042,ETNEDAL BEITELAG,1997,541,,,3370,157,0,0,24,1
986435042,ETNEDAL BEITELAG,1996,541,,,2752,122,0,0,10,0
986435042,ETNEDAL BEITELAG,1995,541,,,2680,114,0,0,0,0
986435042,ETNEDAL BEITELAG,1994,541,,,2785,98,0,0,0,0
986435042,ETNEDAL BEITELAG,1993,541,,,2599,113,0,0,0,0
986435042,ETNEDAL BEITELAG,1992,541,,,3005,115,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2012,538,06.06.2012,09.09.2012,5086,268,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2007,538,27.05.2007,08.09.2007,4448,194,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2008,538,06.06.2008,06.09.2008,4570,238,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2011,538,28.05.2011,07.09.2011,4945,188,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2010,538,06.06.2010,05.09.2010,4710,266,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2009,538,,,4672,195,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2005,538,06.06.2005,10.09.2005,4182,170,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2006,538,12.06.2006,09.09.2006,4352,262,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2004,538,25.05.2004,04.09.2004,4317,135,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,1992,538,,,2841,91,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2002,538,25.05.2002,07.09.2002,3911,139,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2001,538,10.06.2001,15.09.2001,3671,166,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2000,538,04.06.2000,09.09.2000,3377,78,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,2003,538,06.06.2003,06.09.2003,4083,150,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,1999,538,10.06.1999,11.09.1999,3393,74,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,1998,538,,,3282,125,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,1997,538,,,3369,121,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,1996,538,,,3463,93,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,1995,538,,,3407,138,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,1994,538,,,3275,73,0,0,0,0
985946604,AUST-TORPÅSEN SAUSANKERLAG BA,1993,538,,,2860,89,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2011,1634,17.06.2011,17.09.2011,2733,177,13,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2012,1634,20.06.2012,15.09.2012,2629,151,16,3,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2008,1634,08.06.2008,14.09.2008,2828,125,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2007,1634,10.06.2007,15.09.2007,2643,121,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2010,1634,08.06.2010,18.09.2010,2831,133,12,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2009,1634,10.06.2009,20.09.2009,2894,144,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2005,1634,20.06.2005,20.09.2005,2816,98,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2006,1634,20.06.2006,20.09.2006,2666,155,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2004,1634,05.06.2004,18.09.2004,2757,96,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2003,1634,05.06.2003,20.09.2003,2593,147,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2002,1634,05.06.2002,21.09.2002,2946,97,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2001,1634,10.06.2001,22.09.2001,2938,84,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,2000,1634,10.06.2000,16.09.2000,3034,116,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,1999,1634,01.06.1999,20.09.1999,2878,124,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,1998,1634,,,2886,114,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,1997,1634,,,3076,87,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,1996,1634,,,3159,126,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,1995,1634,,,3053,70,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,1994,1634,,,3022,80,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,1993,1634,,,3035,96,0,0,0,0
886083602,BEITELAG 7A VEKVESELVA-LIA,1992,1634,,,2967,64,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2011,1634,05.06.2011,09.09.2011,1377,56,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2012,1634,09.06.2012,15.09.2012,1379,55,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2008,1634,07.06.2008,12.09.2008,1349,85,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2007,1634,02.06.2007,14.09.2007,1330,58,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2010,1634,07.06.2010,10.09.2010,1321,58,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2009,1634,05.06.2009,11.09.2009,1323,39,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2005,1634,19.06.2005,16.09.2005,1375,41,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2006,1634,10.06.2006,08.09.2006,1386,67,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2004,1634,05.06.2004,10.09.2004,1374,50,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2000,1634,10.06.2000,15.09.2000,1250,27,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,1999,1634,03.06.1999,14.09.1999,1231,52,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,1998,1634,,,1411,56,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,1997,1634,,,1627,39,6,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,1996,1634,,,1703,64,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,1995,1634,,,1686,62,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,1994,1634,,,1672,52,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,1993,1634,,,1704,42,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,1992,1634,,,1597,20,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2003,1634,01.06.2003,14.09.2003,1360,44,0,0,0,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2002,1634,01.06.2002,15.09.2002,1294,35,0,0,,0
986095160,SKARDALEN-SKUGGLIA BEITELAG BA,2001,1634,10.06.2001,15.09.2001,1259,23,0,0,0,0
986142266,RENNEBU BEITELAG BA,2005,1635,07.06.2004,15.09.2004,0,0,0,0,0,0
986142266,RENNEBU BEITELAG BA,2003,1635,25.06.2003,15.09.2003,18873,1198,0,0,129,0
986142266,RENNEBU BEITELAG BA,2002,1635,01.06.2002,15.09.2002,18450,1052,0,0,137,0
986142266,RENNEBU BEITELAG BA,2001,1635,08.06.2001,15.09.2001,17402,1222,0,0,143,1
