bel_lagnr,navn,beiteaar,beitekommune,beiteslipp,hovedsanking,sau_lam_sluppet,sau_lam_tapt,geit_sluppet,geit_tapt,storfe_sluppet,storfe_tapt
986164065,SØDORP OG KVAM HESTAVLSLAGS BEITELAG BA,2006,516,23.06.2006,25.09.2006,0,0,0,0,134,0
986164065,SØDORP OG KVAM HESTAVLSLAGS BEITELAG BA,2003,516,03.07.2003,04.10.2003,0,0,0,0,115,0
986164065,SØDORP OG KVAM HESTAVLSLAGS BEITELAG BA,2002,516,03.07.2002,20.09.2002,0,0,0,0,93,0
986164065,SØDORP OG KVAM HESTAVLSLAGS BEITELAG BA,2001,516,05.07.2001,20.09.2001,0,0,0,0,58,0
986164065,SØDORP OG KVAM HESTAVLSLAGS BEITELAG BA,2000,516,03.07.2000,25.09.2000,0,0,0,0,99,0
986164065,SØDORP OG KVAM HESTAVLSLAGS BEITELAG BA,1999,516,03.07.1999,25.09.1999,0,0,0,0,129,0
986164065,SØDORP OG KVAM HESTAVLSLAGS BEITELAG BA,1998,516,,,0,0,0,0,65,0
988288977,ILFJELLET BEITELAG BA,2012,1635,19.05.2012,20.09.2012,4650,233,0,0,40,0
988288977,ILFJELLET BEITELAG BA,2011,1635,25.05.2011,10.09.2011,4711,243,0,0,16,0
988288977,ILFJELLET BEITELAG BA,2008,1635,20.05.2008,15.09.2008,2266,115,0,0,0,0
988288977,ILFJELLET BEITELAG BA,2010,1635,20.05.2010,15.09.2010,2545,122,0,0,16,0
988288977,ILFJELLET BEITELAG BA,2009,1635,15.05.2009,19.09.2009,2109,95,0,0,0,0
988288977,ILFJELLET BEITELAG BA,2005,1635,25.05.2005,17.09.2005,2774,85,0,,37,
988288977,ILFJELLET BEITELAG BA,2006,1635,25.05.2006,16.09.2006,2480,171,0,0,22,0
988288977,ILFJELLET BEITELAG BA,2007,1635,25.05.2007,08.09.2007,2410,137,0,0,19,0
975565327,BREKKOM FELLESDRIFT,2012,520,01.06.2012,09.09.2012,1649,81,0,0,161,1
975565327,BREKKOM FELLESDRIFT,2007,520,15.06.2007,08.09.2007,1504,113,0,0,226,3
975565327,BREKKOM FELLESDRIFT,2008,520,04.06.2008,07.09.2008,1604,67,0,,154,0
975565327,BREKKOM FELLESDRIFT,2011,520,01.06.2011,12.09.2011,1728,100,0,0,137,0
975565327,BREKKOM FELLESDRIFT,2010,520,15.06.2010,12.09.2010,1691,117,0,0,159,2
975565327,BREKKOM FELLESDRIFT,2009,520,22.05.2009,04.09.2009,1671,88,0,0,144,2
975565327,BREKKOM FELLESDRIFT,2004,520,28.06.2004,11.09.2004,1684,120,0,0,269,5
975565327,BREKKOM FELLESDRIFT,2005,520,04.07.2005,10.09.2005,1644,80,0,0,331,0
975565327,BREKKOM FELLESDRIFT,2006,520,26.06.2006,09.09.2006,1539,78,0,0,288,4
975565327,BREKKOM FELLESDRIFT,2003,520,07.06.2003,07.09.2003,1647,71,0,0,223,1
975565327,BREKKOM FELLESDRIFT,2002,520,01.06.2002,08.09.2002,1587,95,0,0,159,0
975565327,BREKKOM FELLESDRIFT,2001,520,15.06.2001,08.09.2001,1588,139,0,0,187,0
975565327,BREKKOM FELLESDRIFT,2000,520,01.06.2000,09.09.2000,1610,187,0,0,151,0
975565327,BREKKOM FELLESDRIFT,1999,520,20.06.1999,11.09.1999,1836,123,0,0,131,1
975565327,BREKKOM FELLESDRIFT,1998,520,,,2055,220,0,0,142,0
975565327,BREKKOM FELLESDRIFT,1997,520,,,2177,228,0,0,132,0
975565327,BREKKOM FELLESDRIFT,1996,520,,,2304,87,0,0,121,1
975565327,BREKKOM FELLESDRIFT,1995,520,,,2588,138,0,0,131,1
975565327,BREKKOM FELLESDRIFT,1994,520,,,2527,90,0,0,124,1
975565327,BREKKOM FELLESDRIFT,1993,520,,,2333,98,0,0,132,2
975565327,BREKKOM FELLESDRIFT,1992,520,,,2344,70,0,0,0,0
985798362,TREVATN BEITELAG SA,2012,536,26.05.2012,05.09.2012,1116,62,0,0,52,0
985798362,TREVATN BEITELAG SA,2007,536,02.06.2007,08.09.2007,901,62,0,0,0,0
985798362,TREVATN BEITELAG SA,2008,536,01.06.2008,01.09.2008,868,75,0,0,28,0
985798362,TREVATN BEITELAG SA,2011,536,26.05.2011,05.09.2011,1172,79,0,0,105,0
985798362,TREVATN BEITELAG SA,2010,536,28.05.2010,11.09.2010,1130,76,0,0,66,0
985798362,TREVATN BEITELAG SA,2009,536,28.05.2009,11.09.2009,1056,73,0,0,47,0
985798362,TREVATN BEITELAG SA,2004,536,24.05.2004,04.09.2004,507,27,0,0,0,0
985798362,TREVATN BEITELAG SA,2005,536,03.06.2005,03.09.2005,509,35,0,0,0,0
985798362,TREVATN BEITELAG SA,2006,536,01.06.2006,02.09.2006,914,66,0,0,0,0
985798362,TREVATN BEITELAG SA,2003,536,01.06.2003,30.08.2003,520,33,0,0,0,0
985798362,TREVATN BEITELAG SA,2002,536,03.06.2002,08.09.2002,499,18,0,0,0,0
985798362,TREVATN BEITELAG SA,2001,536,03.06.2001,08.09.2001,580,24,0,0,0,0
985798362,TREVATN BEITELAG SA,2000,536,02.06.2000,09.09.2000,548,29,0,0,0,0
985798362,TREVATN BEITELAG SA,1999,536,01.06.1999,02.09.1999,621,38,0,0,0,0
985798362,TREVATN BEITELAG SA,1998,536,,,538,30,0,0,0,0
985798362,TREVATN BEITELAG SA,1997,536,,,499,17,0,0,0,0
985798362,TREVATN BEITELAG SA,1996,536,,,596,21,0,0,0,0
985798362,TREVATN BEITELAG SA,1995,536,,,570,19,0,0,0,0
985798362,TREVATN BEITELAG SA,1994,536,,,639,28,0,0,0,0
985798362,TREVATN BEITELAG SA,1993,536,,,678,17,0,0,0,0
985798362,TREVATN BEITELAG SA,1992,536,,,677,11,0,0,0,0
970540342,LOM FJELLSTYRE (FJELLKASSA),2004,514,07.07.2004,03.09.2004,0,0,0,0,78,0
970540342,LOM FJELLSTYRE (FJELLKASSA),2003,514,05.07.2003,05.09.2003,0,0,0,0,73,0
970540342,LOM FJELLSTYRE (FJELLKASSA),2002,514,28.06.2002,06.09.2002,0,0,0,0,61,0
970540342,LOM FJELLSTYRE (FJELLKASSA),2001,514,06.07.2001,06.09.2001,0,0,0,0,87,0
970540342,LOM FJELLSTYRE (FJELLKASSA),2000,514,05.07.2000,08.09.2000,0,0,0,0,102,0
970540342,LOM FJELLSTYRE (FJELLKASSA),1999,514,05.07.1999,07.09.1999,0,0,0,0,79,0
970540342,LOM FJELLSTYRE (FJELLKASSA),1998,514,,,0,0,0,0,91,0
970540342,LOM FJELLSTYRE (FJELLKASSA),1997,514,,,0,0,0,0,83,0
970540342,LOM FJELLSTYRE (FJELLKASSA),1996,514,,,0,0,0,0,103,0
970540342,LOM FJELLSTYRE (FJELLKASSA),1995,514,,,0,0,0,0,120,0
970540342,LOM FJELLSTYRE (FJELLKASSA),1994,514,,,0,0,0,0,116,2
970540342,LOM FJELLSTYRE (FJELLKASSA),1993,514,,,0,0,0,0,132,0
885802532,ÅMOTSDALEN BEITELAG BA,2011,1634,04.06.2011,12.09.2011,840,186,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2012,1634,12.06.2012,12.09.2012,706,78,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2008,1634,08.06.2008,10.09.2008,1463,128,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2007,1634,09.06.2007,10.09.2007,1441,181,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2010,1634,05.06.2010,12.09.2010,1636,158,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2009,1634,05.06.2009,12.09.2009,1623,139,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2005,1634,10.06.2005,11.09.2005,1051,166,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2006,1634,08.06.2006,11.09.2006,1073,114,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2003,1634,04.06.2003,18.09.2003,1801,276,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2002,1634,01.06.2002,17.09.2002,1757,166,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2001,1634,08.06.2001,15.09.2001,1730,224,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2000,1634,05.06.2000,18.09.2000,1767,205,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,1999,1634,10.06.1999,18.09.1999,1714,172,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,1998,1634,,,1735,184,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,1997,1634,,,1724,166,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,1996,1634,,,1808,239,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,1995,1634,,,1853,208,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,1994,1634,,,1856,163,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,1993,1634,,,1835,105,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,1992,1634,,,1907,118,0,0,0,0
885802532,ÅMOTSDALEN BEITELAG BA,2004,1634,04.06.2004,15.09.2004,1632,162,0,0,0,0
985878811,DINDALEN BEITELAG BA,2011,1634,15.06.2011,10.09.2011,2575,225,0,0,0,0
985878811,DINDALEN BEITELAG BA,2012,1634,13.06.2012,08.09.2012,2666,264,0,0,23,0
985878811,DINDALEN BEITELAG BA,2008,1634,10.06.2008,10.09.2008,2595,244,0,0,0,0
985878811,DINDALEN BEITELAG BA,2007,1634,15.06.2007,12.09.2007,2591,205,0,0,0,0
985878811,DINDALEN BEITELAG BA,2010,1634,15.06.2010,12.09.2010,2709,269,0,0,0,0
985878811,DINDALEN BEITELAG BA,2009,1634,12.06.2009,10.09.2009,2617,186,0,0,0,0
985878811,DINDALEN BEITELAG BA,2005,1634,10.06.2005,10.09.2005,2429,201,0,0,0,0
985878811,DINDALEN BEITELAG BA,2006,1634,17.06.2006,13.09.2006,2604,187,0,0,0,0
985878811,DINDALEN BEITELAG BA,2003,1634,12.06.2003,14.09.2003,3166,366,0,0,0,0
985878811,DINDALEN BEITELAG BA,2002,1634,07.06.2002,31.08.2002,3037,323,0,0,0,0
985878811,DINDALEN BEITELAG BA,2001,1634,10.06.2001,15.09.2001,2949,242,0,0,0,0
985878811,DINDALEN BEITELAG BA,2000,1634,10.06.2000,16.06.2000,2884,252,0,0,0,0
985878811,DINDALEN BEITELAG BA,1999,1634,10.06.1999,17.09.1999,2668,307,0,0,0,0
985878811,DINDALEN BEITELAG BA,1998,1634,,,2527,226,0,0,0,0
985878811,DINDALEN BEITELAG BA,1997,1634,,,2520,144,0,0,0,0
985878811,DINDALEN BEITELAG BA,1996,1634,,,2635,155,0,0,0,0
985878811,DINDALEN BEITELAG BA,1995,1634,,,2184,137,0,0,0,0
985878811,DINDALEN BEITELAG BA,1994,1634,,,2663,124,0,0,0,0
985878811,DINDALEN BEITELAG BA,1993,1634,,,2808,140,0,0,0,0
985878811,DINDALEN BEITELAG BA,1992,1634,,,2885,161,0,0,0,0
985878811,DINDALEN BEITELAG BA,2004,1634,05.06.2004,14.09.2004,3001,415,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2011,1634,08.06.2011,15.09.2011,3196,144,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2012,1634,15.06.2012,14.09.2012,3395,179,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2008,1634,05.06.2008,13.09.2008,2364,129,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2007,1634,06.06.2007,14.09.2007,2676,199,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2010,1634,06.06.2010,18.09.2010,3058,124,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2009,1634,03.06.2009,19.09.2009,2907,184,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2005,1634,10.06.2005,16.09.2005,3001,169,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2006,1634,04.06.2006,15.06.2006,2839,151,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2003,1634,30.05.2003,19.09.2003,3066,142,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2002,1634,10.06.2002,22.09.2002,2880,43,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2001,1634,10.06.2001,15.09.2001,2684,42,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2000,1634,10.06.2000,16.09.2000,2415,40,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,1999,1634,05.06.1999,19.09.1999,2414,49,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,2004,1634,01.06.2004,17.09.2004,3055,127,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,1998,1634,,,2406,72,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,1997,1634,,,2564,74,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,1996,1634,,,2884,66,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,1995,1634,,,3142,66,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,1994,1634,,,3118,95,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,1993,1634,,,2918,76,0,0,0,0
885841562,GJEVILVASSDALEN 6 A BEITELAG BA,1992,1634,,,2931,67,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2012,538,01.06.2012,01.09.2012,1417,133,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2007,538,03.06.2007,01.09.2007,1742,131,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2008,538,10.06.2008,06.09.2008,1813,135,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2011,538,04.06.2011,04.09.2011,1561,122,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2010,538,05.06.2010,04.09.2010,1435,98,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2009,538,,,1512,137,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2005,538,09.06.2005,03.09.2005,2346,176,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2006,538,06.06.2006,02.09.2006,2116,187,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2004,538,01.06.2004,09.09.2004,2240,102,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,1997,538,,,1577,58,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,1996,538,,,1683,69,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,1995,538,,,1774,62,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,1994,538,,,1685,45,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,1993,538,,,1481,51,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,1992,538,,,1309,43,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2002,538,28.05.2002,28.08.2002,2223,99,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2001,538,03.06.2001,01.09.2001,2081,116,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2000,538,25.05.2000,02.09.2000,1862,77,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,2003,538,28.05.2003,01.09.2003,2214,85,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,1999,538,15.06.1999,01.10.1999,1810,116,0,0,0,0
985804060,NORDSINNI ØSTÅS SAUSANKELAG,1998,538,,,1822,52,0,0,0,0
986191496,VESTRINGSBYGDA SANKELAG SA,2012,542,13.06.2012,10.09.2012,1726,59,0,0,21,0
986191496,VESTRINGSBYGDA SANKELAG SA,2007,542,,15.09.2007,1429,50,0,0,215,0
986191496,VESTRINGSBYGDA SANKELAG SA,2008,542,,10.09.2008,1430,36,0,0,173,0
986191496,VESTRINGSBYGDA SANKELAG SA,2011,542,15.06.2011,10.09.2011,2021,68,0,0,22,1
986191496,VESTRINGSBYGDA SANKELAG SA,2010,542,,10.09.2010,1970,86,0,0,24,0
986191496,VESTRINGSBYGDA SANKELAG SA,2009,542,,10.09.2009,1644,41,0,0,106,0
986191496,VESTRINGSBYGDA SANKELAG SA,2005,542,01.06.2005,10.09.2005,2209,65,0,0,179,0
986191496,VESTRINGSBYGDA SANKELAG SA,2004,542,01.06.2004,08.09.2004,2348,68,0,0,179,0
986191496,VESTRINGSBYGDA SANKELAG SA,2006,542,,08.09.2006,1878,65,0,0,178,0
986191496,VESTRINGSBYGDA SANKELAG SA,2002,542,01.06.2002,07.09.2002,2134,97,0,0,134,0
986191496,VESTRINGSBYGDA SANKELAG SA,2001,542,20.05.2001,10.10.2001,2231,82,0,0,106,0
986191496,VESTRINGSBYGDA SANKELAG SA,2000,542,01.06.2000,10.09.2000,2341,72,0,0,87,0
986191496,VESTRINGSBYGDA SANKELAG SA,1999,542,05.06.1999,10.09.1999,2307,88,0,0,101,3
986191496,VESTRINGSBYGDA SANKELAG SA,1998,542,,,2516,93,0,0,67,0
986191496,VESTRINGSBYGDA SANKELAG SA,1997,542,,,2657,84,0,0,0,0
986191496,VESTRINGSBYGDA SANKELAG SA,1996,542,,,2538,124,0,0,0,0
986191496,VESTRINGSBYGDA SANKELAG SA,1995,542,,,2448,90,0,0,0,0
986191496,VESTRINGSBYGDA SANKELAG SA,1994,542,,,2098,48,0,0,0,0
986191496,VESTRINGSBYGDA SANKELAG SA,1993,542,,,1787,63,0,0,0,0
986191496,VESTRINGSBYGDA SANKELAG SA,1992,542,,,1507,49,0,0,0,0
986191496,VESTRINGSBYGDA SANKELAG SA,2003,542,01.06.2003,07.09.2003,2286,61,0,0,115,0
985821941,SYNET BEITELAG,2012,542,08.06.2012,16.09.2012,1601,55,0,0,157,0
985821941,SYNET BEITELAG,2007,542,15.07.2007,08.09.2007,1661,72,0,0,39,2
985821941,SYNET BEITELAG,2008,542,15.06.2008,13.09.2008,1805,86,0,0,39,0
985821941,SYNET BEITELAG,2011,542,12.06.2011,10.09.2011,1644,100,0,0,151,0
985821941,SYNET BEITELAG,2010,542,15.06.2010,12.09.2010,1576,77,0,0,134,0
985821941,SYNET BEITELAG,2009,542,15.06.2009,12.09.2009,1648,94,0,0,113,0
985821941,SYNET BEITELAG,2005,542,10.06.2005,10.09.2005,2256,58,0,0,0,0
985821941,SYNET BEITELAG,2004,542,10.06.2004,11.09.2004,2267,60,0,0,0,0
985821941,SYNET BEITELAG,2006,542,15.06.2006,09.09.2006,1902,70,0,0,40,0
985821941,SYNET BEITELAG,2002,542,01.06.2002,14.09.2002,2243,61,0,0,0,0
985821941,SYNET BEITELAG,2001,542,01.06.2001,15.09.2001,2397,76,0,0,0,0
985821941,SYNET BEITELAG,2000,542,01.06.2000,23.09.2000,2426,141,0,0,0,0
985821941,SYNET BEITELAG,1999,542,01.06.1999,18.09.1999,2355,128,0,0,0,0
985821941,SYNET BEITELAG,1998,542,,,2107,105,0,0,0,0
985821941,SYNET BEITELAG,1997,542,,,1979,59,0,0,0,0
985821941,SYNET BEITELAG,1996,542,,,1960,62,0,0,0,0
985821941,SYNET BEITELAG,1995,542,,,1587,50,0,0,0,0
985821941,SYNET BEITELAG,1994,542,,,1644,39,0,0,0,0
985821941,SYNET BEITELAG,1993,542,,,1400,43,0,0,0,0
985821941,SYNET BEITELAG,1992,542,,,1361,23,0,0,0,0
985821941,SYNET BEITELAG,2003,542,15.06.2003,14.09.2003,2248,53,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2012,538,01.06.2012,25.08.2012,509,38,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2007,538,01.06.2007,02.09.2007,739,55,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2008,538,,,699,49,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2011,538,01.06.2011,27.08.2011,551,54,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2010,538,30.05.2010,10.09.2010,682,71,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2009,538,,,717,53,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2005,538,29.05.2005,05.09.2005,1004,109,0,0,30,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2006,538,04.06.2006,10.09.2006,992,75,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2004,538,29.05.2004,18.09.2004,1037,79,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2002,538,29.05.2002,20.09.2002,1256,40,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2003,538,02.06.2003,06.09.2003,1046,42,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2001,538,30.05.2001,05.09.2001,1304,47,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,2000,538,24.05.2000,05.09.2000,1192,57,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,1999,538,,,1146,48,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,1998,538,,,981,26,0,0,0,0
986176675,ØSTSINNIÅSEN UTMARKSBEITELAG,1997,538,,,1005,18,0,0,0,0
886177402,SKÅBU BEITELAG SA,2012,516,10.06.2012,03.09.2012,948,22,0,0,35,0
886177402,SKÅBU BEITELAG SA,2008,516,10.06.2008,07.09.2008,1223,56,0,0,32,0
886177402,SKÅBU BEITELAG SA,2007,516,10.06.2007,08.09.2007,883,54,0,0,0,0
886177402,SKÅBU BEITELAG SA,2011,516,09.06.2011,07.09.2011,893,43,0,0,41,0
886177402,SKÅBU BEITELAG SA,2010,516,11.06.2010,04.09.2010,921,38,0,0,41,0
886177402,SKÅBU BEITELAG SA,2009,516,15.06.2009,12.09.2009,936,42,0,0,0,0
886177402,SKÅBU BEITELAG SA,2004,516,10.06.2004,04.09.2004,2286,46,0,0,10,0
886177402,SKÅBU BEITELAG SA,2005,516,12.06.2005,10.09.2005,1925,54,0,0,18,0
886177402,SKÅBU BEITELAG SA,2006,516,10.06.2006,09.09.2006,1731,73,0,0,0,0
886177402,SKÅBU BEITELAG SA,1993,516,,,2057,40,0,0,0,0
886177402,SKÅBU BEITELAG SA,1992,516,,,2120,85,0,0,0,0
886177402,SKÅBU BEITELAG SA,2003,516,20.06.2003,06.09.2003,2374,69,0,0,0,0
886177402,SKÅBU BEITELAG SA,2002,516,10.06.2002,07.09.2002,2500,111,0,0,0,0
886177402,SKÅBU BEITELAG SA,2001,516,22.06.2001,07.09.2001,2545,140,0,0,0,0
886177402,SKÅBU BEITELAG SA,2000,516,05.06.2000,10.09.2000,2644,90,0,0,0,0
886177402,SKÅBU BEITELAG SA,1999,516,06.06.1999,14.09.1999,2624,78,0,0,0,0
886177402,SKÅBU BEITELAG SA,1998,516,,,2462,83,0,0,0,0
886177402,SKÅBU BEITELAG SA,1997,516,,,2322,113,0,0,0,0
886177402,SKÅBU BEITELAG SA,1996,516,,,2200,51,0,0,0,0
886177402,SKÅBU BEITELAG SA,1995,516,,,2241,90,0,0,0,0
886177402,SKÅBU BEITELAG SA,1994,516,,,2216,101,0,0,0,0
980473996,HALDORBU FELLESDRIFT,2012,544,17.06.2012,08.09.2012,1537,92,0,0,204,6
980473996,HALDORBU FELLESDRIFT,2007,544,18.06.2007,20.08.2007,962,23,0,0,150,1
980473996,HALDORBU FELLESDRIFT,2008,544,15.06.2008,28.08.2008,1165,33,0,0,166,0
980473996,HALDORBU FELLESDRIFT,2010,544,,,1359,71,0,0,185,0
980473996,HALDORBU FELLESDRIFT,2011,544,17.06.2011,07.09.2011,1566,94,0,0,162,0
980473996,HALDORBU FELLESDRIFT,2009,544,15.06.2009,03.09.2009,1243,50,0,0,177,0
980473996,HALDORBU FELLESDRIFT,2006,544,18.06.2006,06.09.2006,989,19,0,0,168,0
980473996,HALDORBU FELLESDRIFT,2004,544,11.06.2004,02.09.2004,965,25,0,0,84,0
980473996,HALDORBU FELLESDRIFT,2005,544,17.06.2005,01.09.2005,942,16,0,0,119,0
980473996,HALDORBU FELLESDRIFT,2002,544,05.06.2002,29.08.2002,964,18,0,0,19,0
980473996,HALDORBU FELLESDRIFT,2001,544,25.06.2001,09.09.2001,1230,38,0,0,27,0
980473996,HALDORBU FELLESDRIFT,2000,544,25.06.2000,04.09.2000,1391,16,0,0,8,0
980473996,HALDORBU FELLESDRIFT,1999,544,25.06.1999,06.09.1999,2094,39,0,0,12,0
980473996,HALDORBU FELLESDRIFT,2003,544,15.06.2003,05.09.2003,772,21,0,0,36,0
980473996,HALDORBU FELLESDRIFT,1998,544,,,2118,42,0,0,5,0
980473996,HALDORBU FELLESDRIFT,1997,544,,,2239,59,0,0,16,0
980473996,HALDORBU FELLESDRIFT,1996,544,,,1921,64,0,0,25,0
980473996,HALDORBU FELLESDRIFT,1995,544,,,1683,60,0,0,53,0
980473996,HALDORBU FELLESDRIFT,1994,544,,,1405,28,0,0,38,0
980473996,HALDORBU FELLESDRIFT,1993,544,,,1512,37,0,0,50,0
980473996,HALDORBU FELLESDRIFT,1992,544,,,1395,44,0,0,0,0
986139346,JORA BEITELAG BA,2012,512,14.06.2012,08.09.2012,1940,284,0,0,173,0
986139346,JORA BEITELAG BA,2009,512,06.06.2009,12.09.2009,1861,151,7,1,165,0
986139346,JORA BEITELAG BA,2007,512,10.06.2007,08.09.2007,1819,237,8,0,201,0
986139346,JORA BEITELAG BA,2008,512,08.06.2008,13.09.2008,1803,215,8,1,178,1
986139346,JORA BEITELAG BA,2010,512,11.06.2010,11.09.2010,2028,170,7,0,160,0
986139346,JORA BEITELAG BA,2011,512,10.06.2011,10.09.2011,1991,170,5,0,154,0
986139346,JORA BEITELAG BA,2005,512,20.06.2005,10.09.2005,1581,190,0,0,132,0
986139346,JORA BEITELAG BA,2006,512,12.06.2006,09.09.2006,1657,136,0,0,185,1
986139346,JORA BEITELAG BA,2004,512,06.06.2004,11.09.2004,1507,132,0,0,88,0
986139346,JORA BEITELAG BA,2003,512,11.06.2003,13.09.2003,1392,142,36,0,113,0
986139346,JORA BEITELAG BA,2002,512,08.06.2002,01.09.2002,1415,87,0,0,103,0
986139346,JORA BEITELAG BA,2001,512,15.06.2001,08.09.2001,1369,123,0,0,114,0
986139346,JORA BEITELAG BA,2000,512,11.06.2000,09.09.2000,1338,159,0,0,125,0
986139346,JORA BEITELAG BA,1999,512,11.06.1999,11.09.1999,1354,176,0,0,162,0
986139346,JORA BEITELAG BA,1998,512,,,1571,141,0,0,0,0
986139346,JORA BEITELAG BA,1997,512,,,1596,130,0,0,0,0
986139346,JORA BEITELAG BA,1996,512,,,1561,165,0,0,0,0
986139346,JORA BEITELAG BA,1995,512,,,1510,159,0,0,0,0
986139346,JORA BEITELAG BA,1994,512,,,1398,65,0,0,0,0
986139346,JORA BEITELAG BA,1993,512,,,1432,118,0,0,0,0
986139346,JORA BEITELAG BA,1992,512,,,1450,84,0,0,0,0
979546653,AURSJØHØ BEITELAG,2005,512,04.07.2005,10.09.2005,278,7,0,0,0,0
979546653,AURSJØHØ BEITELAG,2006,512,20.06.2006,09.09.2006,290,15,0,0,0,0
979546653,AURSJØHØ BEITELAG,2004,512,23.06.2004,11.09.2004,599,31,0,0,0,0
